date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:17:46	22272/22272	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2beb-5700%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/bootstrap-tagsinput.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/bootstrap-tagsinput.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:46	16819/16819	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2beb-41b3%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/jasny-bootstrap.min.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/jasny-bootstrap.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:46	213485/213485	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2beb-341ed%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/fullcalendar.min.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/fullcalendar.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:46	250622/250622	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2beb-3d2fe%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/jquery-jvectormap.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/jquery-jvectormap.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:47	23883/23883	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2beb-5d4b%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/nouislider.min.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/nouislider.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:47	15237/15237	---M-Z	200	added ('OK')	application/javascript	etag:W/%225eddf407-3b85%22	https://buttons.github.io/buttons.js	E:/PC_nou/dashboard_booksmart/now_ui/buttons.github.io/buttons.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:47	172812/172812	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2beb-2a30c%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/chartjs.min.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/chartjs.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:48	14423/14423	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2beb-3857%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/bootstrap-notify.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/plugins/bootstrap-notify.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:48	6933/6933	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2beb-1b15%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/js/now-ui-dashboard.min.js?v=1.5.0	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/js/now-ui-dashboard.minaa26.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:48	46266/46266	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2bea-b4ba%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/demo/demo.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/demo/demo.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:48	25403/25403	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e3c2bea-633b%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/demo/jquery.sharrre.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/demo/jquery.sharrre.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:49	136405/136405	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2028%20Jun%202020%2018:17:51%20GMT	http://connect.facebook.net/en_US/fbevents.js	E:/PC_nou/dashboard_booksmart/now_ui/connect.facebook.net/en_US/fbevents.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/dashboard.html?_ga=2.243743045.1550528411.1593365953-428554355.1593365953)
21:17:50	832794/832794	---M--	200	added ('OK')	image/jpeg	etag:%225e3c2beb-cb51a%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg15.jpg	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg15.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/pricing.html)
21:17:50	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Sun,%2028%20Jun%202020%2018:17:53%20GMT	https://cdn.rtlcss.com/bootstrap/v4.0.0/css/bootstrap.min.css	E:/PC_nou/dashboard_booksmart/now_ui/cdn.rtlcss.com/bootstrap/v4.0.0/css/bootstrap.min.4a.delayed	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/rtl.html)
21:17:51	86218/86218	---M--	200	added ('OK')	image/jpeg	etag:%225e3c2beb-150ca%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img//emilyz.jpg	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/emilyz.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/rtl.html)
21:17:51	76654/76654	---M--	200	added ('OK')	image/jpeg	etag:%225e3c2beb-12b6e%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img//mike.jpg	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/mike.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/rtl.html)
21:17:51	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Sun,%2028%20Jun%202020%2018:17:54%20GMT	https://cdn.rtlcss.com/bootstrap/v4.0.0/js/bootstrap.min.js	E:/PC_nou/dashboard_booksmart/now_ui/cdn.rtlcss.com/bootstrap/v4.0.0/js/bootstrap.min.4d.delayed	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/rtl.html)
21:17:52	1084833/1084833	---M--	200	added ('OK')	image/jpeg	etag:%225e3c2bea-108da1%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg13.jpg	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg13.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/invoice.html)
21:17:53	1121324/1121324	---M--	200	added ('OK')	image/jpeg	etag:%225e3c2beb-111c2c%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg14.jpg	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg14.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/login.html)
21:17:53	8172/8172	---M--	200	added ('OK')	image/png	etag:%225e3c2beb-1fec%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/now-logo.png	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/now-logo.png	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/login.html)
21:17:53	1744779/1744779	---M--	200	added ('OK')	image/jpeg	etag:%225e3c2beb-1a9f8b%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg16.jpg	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg16.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/register.html)
21:17:54	213199/213199	---M--	200	added ('OK')	image/jpeg	etag:%225e3c2beb-340cf%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg5.jpg	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg5.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/pages/user.html)
21:17:54	238050/238050	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd48e9-3a1e2%22	https://cdnjs.cloudflare.com/ajax/libs/core-js/2.4.1/core.js	E:/PC_nou/dashboard_booksmart/now_ui/cdnjs.cloudflare.com/ajax/libs/core-js/2.4.1/core.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/sweet-alert.html)
21:17:54	479682/479682	---M--	200	added ('OK')	image/jpeg	etag:%225e3c2bea-751c2%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg1.jpg	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg1.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/notifications.html)
21:17:55	344051/344051	---M--	200	added ('OK')	image/jpeg	etag:%225e3c2beb-53ff3%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg3.jpg	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/bg3.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/components/notifications.html)
21:17:55	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eeb2f53-4d7%22	https://demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/regular.html)
21:17:55	44534/44534	---M--	200	added ('OK')	image/jpeg	etag:%225e3c2beb-adf6%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/image_placeholder.jpg	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/image_placeholder.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/extended.html)
21:17:56	17460/17460	---M--	200	added ('OK')	image/jpeg	etag:%225e3c2beb-4434%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/placeholder.jpg	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/placeholder.jpg	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/extended.html)
21:17:56	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2028%20Jun%202020%2018:17:59%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/true	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/true	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/validation.html)
21:17:56	2864/2864	---M--	200	added ('OK')	image/png	etag:%225e3c2beb-b30%22	https://demos.creative-tim.com/now-ui-dashboard-pro/assets/img/default-avatar.png	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/assets/img/default-avatar.png	(from https://demos.creative-tim.com/now-ui-dashboard-pro/examples/forms/wizard.html)
21:17:57	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2028%20Jun%202020%2018:17:59%20GMT	https://demos.creative-tim.com/now-ui-dashboard-pro/examples/POST	E:/PC_nou/dashboard_booksmart/now_ui/demos.creative-tim.com/now-ui-dashboard-pro/examples/POST	(from http://connect.facebook.net/en_US/fbevents.js)
